ID;Вода,г;белки,г;жиры,г;НЖК,г;ПНЖК,г;Холестерин,г;Моно-дисахариды,г;Крахмал,г;Углеводы,г;Пищ.волокна,г;Орг.кислоты,г;Зола,г;Na (натрий),мг;K (калий),мг;Ca (кальций),мг;Mg (магний),мг;P,мг;Fe (железо),мг;A,мкг;Бета-каротин,мкг;Ретиноловый эквивалент,мкг;Токоферолэквивалент,мкг;B1,мг;B2,мг;PP,мг;Ниациновый эквивалент,мкг;C,мкг;Алкоголь,%;ЭЦ,ккал
54-002-187-01;7407,654822;946318,5304;862791,9252;791185,8548;2034,196501;11630,17036;415630,1804;813736,0861;191656,9273;232376,1342;1085839,484;1412417,553;75102,81822;39621,91214;29184,14435;44619,81981;29133,51121;765358,0232;5962,806498;5628,836544;30815,31389;943554,9984;8168761,389;7326978,559;920018,8817;462364,7068;73510,23071;14300;11645,44755
54-102-197-02;4470,789935;1527215,444;334352,3734;606825,8704;2579,90367;3124,229979;714710,1509;789692,5608;351546,4757;99025,26897;746861,749;2109367,769;120003,7298;43350,26953;38452,8094;50279,93854;40498,8164;510871,4956;1596,889989;2050,731587;7164,551075;292329,7911;3796141,014;3309013,627;375222,2712;248193,1845;24892,57224;3573,958333;15127,70511
54-002-184-01;6420,663769;561339,3735;705958,5997;902620,4092;501,8562061;5971,128219;346586,4499;706878,4394;161308,9138;134147,8268;633816,5524;1166920,57;42626,25899;60634,63309;21176,38662;30284,82394;17689,40337;456328,6961;3257,007638;3622,813109;18799,88388;731219,0101;6844808,198;6507427,048;664157,2285;414084,7076;34799,9867;6700;9042,370628
54-002-175-01;8770,876349;943728,8936;1245686,899;1002108,391;2519,892132;13288,73881;215538,5771;820858,0013;88639,73474;356774,5003;1487716,517;1294822,535;81637,38267;39580,69481;30102,80347;54023,93102;30571,11518;915891,589;6697,371715;10123,95406;50446,24132;1343026,081;11480794,25;10047441,05;1235932,048;648042,0994;108337,4968;42900;11218,67681
54-002-165-01;7708,957397;258672,8342;709288,424;500275,994;1055,757576;7132,274296;116681,5468;551148,1727;42783,99122;136215,679;856819,8204;841163,1121;27760,33289;77975,54389;13676,44117;27499,92049;9113,239271;400169,3775;3871,517094;5105,418728;19588,281;758554,2171;5989635,274;5453087,3;597728,9185;307169,3004;61446,18442;20,12012012;5503,456467
54-002-163-02;4587,916092;321303,5852;819976,711;770885,0993;2836,814969;8217,795933;372132,2167;858242,5891;180444,0325;148053,0761;944959,4878;919307,4888;19124,6162;58601,72053;17046,84993;21955,77892;11272,63704;354303,5466;4697,677387;4045,343664;20347,53781;828387,0244;6931053,901;5471962,046;668805,938;427837,39;32463,78338;628,125;8868,817111
54-002-152-01;4332,750331;776000,7268;619634,6046;565790,8445;3573,528027;10695,58734;214376,0163;391827,8212;79279,82195;344570,8377;934128,5713;1049911,178;75604,64289;38687,08926;25165,35747;43277,41826;22691,17618;531516,9812;3900,386984;3409,134633;16755,31218;955741,8376;7223688,228;6243961,855;528904,0564;320452,0349;66472,09903;6700;7362,047479
54-002-136-02;5491,705687;890655,5196;687158,964;587569,4144;3718;13410,24274;339111,8845;565065,5036;172916,5413;118078,9869;1015786,87;1313257,775;78419,4944;38425,62013;25345,52647;38206,23214;26359,83258;659497,062;3703,762136;2561,322088;14566,7182;639297,2553;5808979,515;4579869,427;708196,589;332242,6868;79361,94806;0;10233,73061
54-101-011-01;4078,467257;755394,784;416251,6586;439987,7066;1089,179594;4942,58095;97757,89379;392180,5225;52303,39207;135442,9549;452266,0173;845498,7757;69013,28453;8144,226891;17189,82289;31139,90129;20773,72271;403090,9005;2023,377372;3666,305873;17912,49727;440551,7275;4511083,62;3754127,659;437868,9891;250765,0285;41148,13421;16624,69697;5228,938377
54-101-077-01;7503,578696;418093,1275;724137,0522;424712,1355;1579,619405;12071,60131;147579,3714;513054,2666;56048,66443;213321,3058;926397,5795;1027149,44;41977,3082;79371,44567;18484,58508;35212,49588;14597,05401;643094,3928;6349,733576;4935,828116;14052,51011;862458,5312;7096524,278;6473184,393;727424,5268;332568,749;69319,44934;2324,69697;6233,814583
54-002-126-01;8011,911745;853327,4109;852185,126;787611,8953;6069,716228;17646,71567;283146,1499;595631,2002;108409,8854;382652,4367;1217169,391;1192702,01;75319,82666;40081,6557;29314,43317;50477,46092;26151,13179;863716,7508;7476,060122;4680,550315;24598,45939;1230627,099;10492018,97;9640553,524;1051009,141;491030,4859;132019,4538;14300;9442,885705
54-002-121-02;5224,985881;339866,6543;365567,8896;414425,9008;111,2614679;16129,84935;335002,8766;430471,4534;160711,3382;125227,7999;1038501,378;616315,5984;19736,95081;6937,424265;14285,83712;17709,79183;11995,95222;762898,6957;7967,404567;2459,835102;15300,69876;410331,6243;5221160,099;3810209,392;998025,7438;311800,6528;81519,11194;14300;7161,738119
54-002-111-01;9548,298664;617379,0015;1909975,17;1193541,034;2936,726804;23265,00766;348419,8771;1743031,548;231198,6977;367267,7679;2356646,804;929581,8831;43734,66433;18559,54273;26132,45819;47555,09048;22525,37181;1370925,217;11743,29859;14204,72493;47566,3686;1967441,68;18379101,23;15790612,52;2048543,201;915081,3502;173001,6662;0;14450,36493
54-002-102-02;6723,921626;819046,9127;682696,2868;643932,5864;3768,341658;12875,64046;196387,0382;414642,7464;110539,3697;175181,15;954936,961;1271928,675;77846,72171;63349,14463;24121,45126;43522,57011;23568,77171;576254,5912;6830,562273;5963,582367;16974,05258;884735,4313;6353494,421;6513345,524;678594,6944;370841,5384;66572,98474;2233,333333;7654,22624
54-102-318-01;6723,553677;595946,5534;938146,693;983598,5117;3471,058799;11269,39387;395412,5486;933133,9048;186789,7995;223853,3563;1047036,688;1219030,576;40565,33497;61370,84649;23785,03696;34756,06432;19426,40347;654958,8973;4758,355229;4698,551378;25168,76384;963909,1219;9300390,875;8535588,699;939285,2452;491744,6277;89897,77175;2233,333333;10719,9589
54-002-104-01;8172,722668;948312,1194;942882,1134;541489,4976;3735,290365;9140,091309;224671,2311;630413,947;121805,9051;220928,4789;976738,9089;1492715,287;82202,93244;39574,95764;27373,20368;45399,68141;31356,79488;962490,6481;4775,159434;6813,481411;25288,64007;958222,626;9193122,39;7236052,425;1026861,259;560263,4625;61529,97859;46921,875;9758,245455
54-002-084-01;5992,088849;799640,6737;538951,4708;618657,9428;1458,679594;9365,89158;124484,651;461289,3266;56693,32866;132504,1558;732018,0486;989306,5446;71753,37697;19829,95603;20346,39021;36347,28996;22532,58425;607286,2093;5142,73097;4638,212949;23876,01189;593521,326;6202179,178;5228972,095;729385,4481;337966,7501;47972,05498;14411,48376;6742,017404
54-002-080-01;9098,894804;1364817,698;709670,3046;751782,7185;16521,13711;26487,79715;149347,9256;246602,154;94176,56238;190003,926;1499965,794;1655006,226;127969,6772;24647,99908;34135,01555;64315,19236;39195,24755;1744615,828;13382,79954;10220,88691;24563,2464;918612,417;9560273,742;6901145,9;1729037,738;529965,8596;169041,0174;91,36363636;10557,5387
54-002-077-01;8678,045936;1128511,361;1767710,482;1294833,938;6013,761468;13517,31723;395250,728;815378,0254;195794,8742;329063,1097;1574659,203;1599443,527;84276,8419;40208,19012;34610,74949;52682,03927;42721,92127;765748,0554;7776,682006;6139,787515;26648,02997;1580956,715;11970897,9;10530744,09;1231184,784;798106,6519;50459,78849;0;15239,62523
54-002-074-02;6403,135225;351970,4203;896100,2764;647902,2223;1071,554983;9396,783902;117134,0203;540122,4537;72000,49108;177456,2654;1097024,611;865597,0351;28197,8292;58969,82848;14779,02979;28652,09603;13697,15564;693792,2423;4499,783721;6181,014421;19182,42648;814003,0375;8090193,131;6076135,705;956786,2607;474596,259;81580,30219;0;6772,622607
54-002-064-01;3160,549388;426513,1934;525256,4623;336170,7265;1478,479225;15781,59025;294458,4517;691636,3639;138954,8741;136858,2519;692263,4938;631830,4784;27119,62867;9503,382575;15480,26815;20386,51628;13032,55247;540558,9453;7863,199177;2319,606501;10235,14466;729554,5064;5490886,336;5038969,047;664018,5603;302400,3925;52101,49106;15039,60876;7355,202433
54-002-063-01;5606,353005;211277,4546;468667,5999;419361,348;987,8012232;10673,55653;96623,20762;304014,8345;34391,91489;146342,3848;613462,8423;810441,3371;24097,94216;77408,6535;11740,51829;24783,25613;7151,12029;419541,0613;4552,368188;6034,178461;19962,01766;438537,1146;5275528,707;4515306,587;571764,4664;236238,8858;85358,46087;6700;3562,280601
54-002-047-01;7103,697909;943845,0306;667449,4717;644036,151;467,3883162;13799,91267;519050,2829;577967,4602;304229,1193;211548,6161;969665,6951;1669155,749;79404,93978;83717,37067;30819,29881;48490,44408;27989,92899;558950,8667;7582,82834;6571,138967;28730,64265;920140,5733;6937291,348;6009945,829;770054,6312;397192,6469;122502,8008;648,2451201;10192,14812
54-002-043-01;4346,52753;323976,2403;687423,0537;611236,9026;842,2673061;10397,68805;210950,3898;587643,3036;97639,50841;174272,9602;828770,6853;638237,4586;24565,08417;16053,98836;14260,55415;18786,50229;12002,35897;478925,8183;5003,925555;4821,318914;18004,66614;708082,2123;7353999,573;5964396,734;750346,5406;352724,4788;62077,48333;9581,578453;6719,797477
54-002-042-01;4989,300422;935087,9678;544414,0841;491730,2127;1857,528027;12226,76529;221048,5829;554627,6566;112921,4815;351146,099;1048342,779;1419585,93;75533,69261;63255,21284;24391,8417;43563,53758;24218,62753;526944,5009;6163,088177;5568,370224;21779,12028;676576,5384;6654568,859;5692652,348;562807,7951;309707,3288;42469,87149;40661,45833;8925,926876
54-002-037-01;8438,944168;1124330,816;1344612,813;1074279,088;974,0549828;11418,67423;504238,1247;1385008,13;272799,7393;356613,8176;1389771,344;1702280,266;84264,21004;40654,34533;33961,52995;51734,21268;33972,33723;982304,461;5681,155425;8336,718344;30538,02935;1220798,423;12496654,87;9673326,122;1469502,006;767240,6568;89017,94336;29960,74512;14973,9134
54-002-034-02;6018,171693;1303523,739;529931,8721;847206,4298;3883,655622;5164,433072;1264298,348;1376243,693;649300,1259;136993,057;855262,9955;2165190,892;72303,1936;41559,76622;42091,38706;35987,41913;36423,15192;491653,9653;2446,148827;2930,01129;9043,47441;413722,679;4235813,941;4213354,313;676707,4844;398515,1791;44767,37084;19714,91179;20958,08877
54-002-028-01;17050,81949;788637,4388;1867600,089;1449733,822;4612,693423;32157,40757;667112,304;1685016,641;353757,4131;644313,556;2027150,881;1217765,815;54519,40222;20824,21843;38727,62728;54573,7763;28026,78813;1178686,284;10785,61289;9220,47211;43899,62442;2232901,664;20108052,64;15681866,67;1854089,432;930249,5486;147870,555;104766,6667;17348,2624
54-002-022-02;7085,042602;865620,2803;647732,2973;682095,4377;761,8486869;14771,47372;216143,028;476375,947;105804,7906;168984,8394;644710,4396;1398726,451;76381,43495;64309,57551;26711,66121;45843,67322;24148,85121;729358,311;8348,459384;6831,227059;24314,20677;844416,038;7255393,737;6247695,889;823269,427;433042,9057;77682,27023;14411,48376;8594,247595
54-002-019-01;14646,21082;1619430,078;880579,4786;1464967,055;0;2883,891591;110153,8771;639824,6253;70507,97464;198438,1474;1873966,586;2101740,361;145467,247;86366,05523;41463,67111;79598,05501;48882,71218;779575,7492;1065,63201;7142,566355;39521,29676;1035424,328;11638072,62;11127119,37;774705,1812;543560,8859;37015,49756;195;12012,31399
54-002-005-02;39025,01945;2563844,111;1666988,728;1257030,617;27508,59327;5070,081331;1653378,327;2227212,904;803119,4682;723244,2749;1286080,792;4186424,626;195529,443;97103,03958;83873,89946;103110,8035;80303,25982;702651,3695;3018,9;3769,64199;8165,620739;1461493,507;16046719,9;16685311,16;1747873,017;986311,3842;69154,25445;601431,9886;30869,98845
54-002-009-02;8889,261864;787285,0484;3235020,975;489636,6307;30004,25723;12073,11136;216737,1618;434390,9465;117215,9488;507732,0678;2144909,082;871630,0232;24625,30893;4658,041989;20852,62054;36528,26982;16123,09181;2107463,242;3842,186606;5829,656624;23766,18868;1160377,257;15269381,91;10276715,16;2175647,13;891492,48;200997,2749;79642,42424;11247,60527
54-101-082-01;6212,451242;1310044,007;483387,9579;738413,2873;3394,680412;15809,99151;131644,0653;404281,7909;69313,42728;125369,8026;1088224,984;1413847,009;121087,3415;11685,79999;28996,14433;55645,32268;35753,60039;1033240,23;8930,913495;6837,311134;25094,37202;779337,0208;7876492,169;6526499,333;924511,8958;359336,3743;99283,27899;0;9000,079398
54-101-090-01;7255,425804;410631,3904;331875,3704;508694,1743;5198,604254;8085,404774;213835,6031;434191,8712;91327,49984;217055,1275;663200,5863;725816,3547;35331,20363;35923,62393;19177,13515;27115,91725;12183,96513;365408,9069;3181,158979;2620,962252;9012,434712;599239,5929;5964406,665;5351875,471;482964,1902;248610,4746;67224,79661;17272,94209;4810,780815
54-102-297-01;7832,713957;473298,3176;661732,692;911200,0704;842,2673061;9663,194718;750835,2577;881363,5732;342018,5899;180588,9885;938725,335;1115465,275;12361,08746;35074,61728;25310,99237;21004,6073;17895,90537;462555,4938;6688,617877;4806,1994;13419,2243;662248,5725;6129195,153;6806571,302;732214,0722;400620,8079;76721,34228;42900;12363,34164
54-102-288-01;6233,439568;830436,8865;477032,9322;433120,9947;708,4225113;5371,484376;378376,7977;524457,4501;180627,631;95800,71295;635863,411;1240605,916;70294,85097;38569,12794;23193,42232;35259,08004;22919,33635;515650,0871;2430,162477;2276,292293;7102,214859;387859,8216;3975653,033;3673381,732;587475,3638;229897,1512;45640,42548;6700;8459,53315
54-504-031-01;4114,98153;280328,6866;708102,2494;600692,4466;892,4678899;11042,38708;98392,90507;587112,9598;52296,43907;174046,5369;1046719,949;617345,3962;21605,16212;33761,93962;11693,68284;23886,02402;10929,68127;682563,7885;5572,035566;7944,961161;26076,88963;732733,532;7974139,249;5902634,952;960018,7722;394450,8875;82929,25158;14300;5598,882414
54-504-016-01;4916,572021;483218,5361;415581,5626;484519,5448;998,4821558;5469,153981;363694,0852;538721,6988;170342,0815;130553,7002;592389,3568;794980,6464;32665,60439;17918,67221;17792,04511;20062,96732;14346,75112;379802,5285;3368,23135;3064,191906;9777,07243;459572,0046;4504086,165;3571693,916;504608,8278;258520,74;79767,37609;2904,401276;7479,1742
54-504-018-01;12671,91073;1456106,999;1087946,767;954427,1776;4298,093395;17154,702;331822,7721;950087,9341;164154,237;355285,8104;1741335,355;1876952,558;135764,7928;46490,14619;41355,72562;73951,66715;44170,56243;1200272,762;7659,638416;9002,430887;26867,95376;1206893,678;12913128,11;10933125,16;1300604,827;662006,2651;89345,03738;6791,363636;13174,91937
54-504-020-01;12308,0132;1418359,745;808216,7209;743038,7928;1545,104734;19979,01082;198447,6134;527331,9193;99217,49726;253172,3887;1077448,316;1908154,151;132027,1659;43789,0038;36447,27192;68859,54915;41618,03197;1653656,728;14032,6445;15761,07979;28530,43743;918573,7634;12079536,8;8837246,321;1799892,246;653566,4813;206455,4332;42900;11265,15326
54-504-021-01;4849,17271;820444,9943;645428,6161;678036,4016;679,8430637;9349,629334;145755,9427;272964,469;48194,20522;212081,2619;823908,3834;993221,1897;71525,60672;20000,31305;23425,96484;40645,11296;25156,99605;741849,6791;4110,661867;3549,854083;16618,26359;747265,943;6075181,158;6538161,87;706225,9254;394078,571;34111,40443;0;6910,139004
54-103-014-01;7869,762238;1729840,551;555160,1096;525388,5689;2159,96789;10337,76511;254553,9706;544165,8127;150650,1036;178794,7444;1134133,94;2078140,27;163108,5133;27132,81258;37210,31002;70381,77868;47571,32902;1328494,358;4995,364584;9755,359837;14165,58024;548286,9698;8471100,077;5319783,135;1292155,731;425601,4048;114750,338;44240,625;11429,08268
54-103-013-01;7767,285556;671657,2303;1067261,456;853609,9115;7547,356206;34450,57357;533608,4274;1004243,972;285129,0565;354892,9183;1847906,307;1093529,054;46966,93466;19183,15118;30667,3444;41348,75305;23634,72264;1326197,106;8560,259575;9534,238202;25976,74964;1514910,059;12074783,35;9045086,018;1604686,024;613618,2442;269032,5819;20,12012012;13708,89655
54-102-258-01;11275,12008;917475,7343;1358417,749;1501077,912;842,2673061;19350,03833;931667,8964;1835415,89;451815,2901;552839,1621;1436281,111;1801191,809;53361,42184;63500,9525;40324,37884;46837,84006;32036,74913;831701,8553;8943,011588;9031,445958;38661,24695;1443114,924;14155255,02;10439425,84;1260027,005;799354,6744;84662,65244;14300;18863,31289
54-102-238-01;8628,881914;832339,2686;2099199,784;1018245,958;7931,2067;4879,376163;406134,6096;1379070,37;207419,7306;487547,7931;1810534,208;1583146,376;55054,62493;62581,40467;32162,04931;46641,64473;40535,20543;858352,0877;2424,015705;6578,49272;30672,00617;1933726,232;15239676,83;12913220,91;1509658,287;944428,4533;80824,89613;15019,48864;15082,82769
54-102-360-01;8029,271585;1142434,141;875689,2119;848595,8252;6479,750145;13352,15231;751680,0542;1104277,625;375126,7235;196854,1695;1092091,801;1988856,66;80603,69271;65477,98112;36357,95801;47143,76256;34870,32585;877294,5996;6215,414028;6360,372478;24175,44608;770304,6565;7623448,119;6472263,298;1085277,698;543806,4532;76347,91441;7328,125;16569,70197
54-102-360-02;10164,6701;1008519,754;1440719,476;1037883,514;9466,680412;21304,8746;437340,2295;1075368,308;206645,3747;527336,1802;1796216,131;1607367,886;89233,02127;66206,59527;39049,42169;67319,25496;33167,57736;1377118,954;8563,445664;10572,42976;36533,602;1843297,095;15900666,33;14776471,26;1688207,724;826912,5212;152366,9901;0;14202,48665
54-102-281-02;5340,466154;800532,4916;607372,3508;532503,2227;5056,100171;8875,525414;199700,9;466592,4036;103694,5507;260990,5915;591778,0089;1141296,107;74506,85008;39281,48169;22899,69296;42180,17082;23887,06516;513797,8692;4284,868077;4828,668487;20235,222;777727,167;7023394,674;6878531,202;645198,0812;358801,4638;50190,05784;47666,66667;6479,378628
54-103-012-01;9783,849753;586644,4845;806867,2263;783147,666;309,2783505;12046,67354;487873,9872;748536,0506;196943,0031;318533,1383;1390053,014;874358,1941;37386,20167;6530,363261;27965,67197;33989,51837;21902,86222;785881,3919;5994,602366;3576,061119;15876,53137;952863,4401;9630338,178;10345933,81;1143504,869;520512,2615;89992,74221;42900;10454,93864
54-103-011-01;11479,20068;1185813,977;1880855,172;769991,1323;1202,199456;4808,846372;420556,0123;1327175,756;225068,0421;326029,2958;1511530,524;1881353,691;90084,94331;68828,1889;40362,20391;53629,48372;47390,31243;816363,5791;2417,272642;5394,858655;23635,93387;1436636,035;12593140,92;8877877,926;1329364,186;801923,5622;78991,42449;2947,162162;15611,9341
54-103-015-01;19133,0669;500232,2035;1424342,154;978579,3882;6681,893939;28140,40876;301175,4706;1287504,127;221849,852;268526,0221;1825322,398;776805,0337;52569,7085;17470,91892;19631,54677;35860,51838;17011,00649;1042635,435;9251,032329;8851,714792;34065,33236;1441240,68;12578602,49;9527913,562;1244850,73;521621,7693;255605,1993;0;11321,34853
